trap_num,time_num,total_objs,obj_num,detect_class,predic_rate,obj_X,obj_Y,width,height,area,gateDist,edgeDist,region
100,162,2,1,cell,95%,29,27,10,10,79,7.071067812,27.01851217,A
100,162,2,2,cell,96%,30,39,8,8,51,-5.0,39.0,B
100,163,2,1,cell,96%,29,26,9,10,71,8.062257748,26.01922366,A
100,163,2,2,cell,96%,30,39,8,9,57,-5.0,39.0,B
100,164,2,1,cell,94%,27,27,9,11,78,7.615773106,27.16615541,A
100,164,2,2,cell,95%,29,39,8,9,57,-5.099019514,39.01281841,B
100,165,2,1,cell,94%,29,26,9,10,71,8.062257748,26.01922366,A
100,165,2,2,cell,96%,29,40,9,10,71,-6.08276253,40.01249805,B
100,166,2,1,cell,95%,30,41,10,11,87,-7.0,41.0,B
100,166,2,2,cell,95%,29,26,9,11,78,8.062257748,26.01922366,A
100,167,2,1,cell,95%,29,26,9,11,78,8.062257748,26.01922366,A
100,167,2,2,cell,96%,30,41,10,12,95,-7.0,41.0,B
100,168,2,1,cell,96%,29,27,10,11,87,7.071067812,27.01851217,A
100,168,2,2,cell,84%,28,39,7,8,44,-5.385164807,39.05124838,B
100,169,2,1,cell,96%,29,27,10,10,79,7.071067812,27.01851217,A
100,169,2,2,cell,95%,29,39,7,9,50,-5.099019514,39.01281841,B
100,170,2,1,cell,96%,28,26,9,10,71,8.246211251,26.07680962,A
100,170,2,2,cell,96%,30,39,8,9,57,-5.0,39.0,B
100,171,2,1,cell,94%,28,26,10,11,87,8.246211251,26.07680962,A
100,171,2,2,cell,96%,29,39,8,9,57,-5.099019514,39.01281841,B
100,172,2,1,cell,94%,29,26,10,11,87,8.062257748,26.01922366,A
100,172,2,2,cell,96%,28,41,9,10,71,-7.280109889,41.0487515,B
100,173,2,1,cell,94%,29,26,10,12,95,8.062257748,26.01922366,A
100,173,2,2,cell,95%,29,40,10,11,87,-6.08276253,40.01249805,B
100,174,1,1,cell,97%,29,27,10,12,95,7.071067812,27.01851217,A
100,175,2,1,cell,97%,29,27,10,11,87,7.071067812,27.01851217,A
100,175,2,2,cell,91%,30,38,5,6,24,-4.0,38.0,B
100,176,2,1,cell,97%,28,26,9,11,78,8.246211251,26.07680962,A
100,176,2,2,cell,94%,29,39,7,8,44,-5.099019514,39.01281841,B
100,177,2,1,cell,96%,28,26,9,10,71,8.246211251,26.07680962,A
100,177,2,2,cell,95%,30,39,8,8,51,-5.0,39.0,B
100,178,2,1,cell,96%,29,26,10,11,87,8.062257748,26.01922366,A
100,178,2,2,cell,96%,30,40,8,9,57,-6.0,40.0,B
100,179,2,1,cell,95%,30,25,10,11,87,9.0,25.0,A
100,179,2,2,cell,95%,30,39,8,9,57,-5.0,39.0,B
100,180,2,1,cell,96%,29,25,10,11,87,9.055385138,25.01999201,A
100,180,2,2,cell,96%,29,40,8,9,57,-6.08276253,40.01249805,B
100,181,2,1,cell,96%,28,26,9,10,71,8.246211251,26.07680962,A
100,181,2,2,cell,96%,29,41,8,10,63,-7.071067812,41.01219331,B
100,182,2,1,cell,96%,29,40,10,11,87,-6.08276253,40.01249805,B
100,182,2,2,cell,97%,30,26,10,13,103,8.0,26.0,A
100,183,2,1,cell,96%,29,25,10,12,95,9.055385138,25.01999201,A
100,183,2,2,cell,93%,29,40,9,10,71,-6.08276253,40.01249805,B
100,184,1,1,cell,96%,29,26,9,11,78,8.062257748,26.01922366,A
100,185,2,1,cell,96%,28,26,9,11,78,8.246211251,26.07680962,A
100,185,2,2,cell,95%,29,39,7,8,44,-5.099019514,39.01281841,B
100,186,2,1,cell,96%,29,27,9,10,71,7.071067812,27.01851217,A
100,186,2,2,cell,96%,30,40,7,9,50,-6.0,40.0,B
100,187,2,1,cell,93%,29,26,9,10,71,8.062257748,26.01922366,A
100,187,2,2,cell,96%,30,39,8,8,51,-5.0,39.0,B
100,188,2,1,cell,95%,29,26,9,11,78,8.062257748,26.01922366,A
100,188,2,2,cell,96%,30,41,8,10,63,-7.0,41.0,B
100,189,2,1,cell,94%,29,26,9,12,85,8.062257748,26.01922366,A
100,189,2,2,cell,96%,30,39,9,9,64,-5.0,39.0,B
100,190,2,1,cell,95%,29,27,9,12,85,7.071067812,27.01851217,A
100,190,2,2,cell,96%,29,41,9,10,71,-7.071067812,41.01219331,B
100,191,1,1,cell,95%,29,26,9,11,78,8.062257748,26.01922366,A
100,192,1,1,cell,96%,28,27,9,10,71,7.280109889,27.07397274,A
100,193,2,1,cell,95%,29,26,9,10,71,8.062257748,26.01922366,A
100,193,2,2,cell,93%,30,38,8,8,51,-4.0,38.0,B
100,194,2,1,cell,96%,29,26,9,10,71,8.062257748,26.01922366,A
100,194,2,2,cell,95%,30,38,8,9,57,-4.0,38.0,B
100,195,2,1,cell,95%,28,26,9,11,78,8.246211251,26.07680962,A
100,195,2,2,cell,96%,29,39,8,9,57,-5.099019514,39.01281841,B
100,196,2,1,cell,94%,28,25,9,11,78,9.219544457,25.07987241,A
100,196,2,2,cell,96%,30,40,8,10,63,-6.0,40.0,B
100,197,2,1,cell,94%,29,25,9,11,78,9.055385138,25.01999201,A
100,197,2,2,cell,96%,29,41,9,11,78,-7.071067812,41.01219331,B
100,198,2,1,cell,96%,28,26,9,11,78,8.246211251,26.07680962,A
100,198,2,2,cell,97%,29,41,9,10,71,-7.071067812,41.01219331,B
100,199,1,1,cell,96%,30,25,10,11,87,9.0,25.0,A
100,200,1,1,cell,95%,29,25,9,10,71,9.055385138,25.01999201,A
100,201,2,1,cell,94%,29,25,9,11,78,9.055385138,25.01999201,A
100,201,2,2,cell,95%,30,38,7,8,44,-4.0,38.0,B
100,202,2,1,cell,82%,28,25,8,11,70,9.219544457,25.07987241,A
100,202,2,2,cell,94%,28,38,7,9,50,-4.472135955,38.05259518,B
100,203,2,1,cell,85%,29,25,10,13,103,9.055385138,25.01999201,A
100,203,2,2,cell,95%,28,38,7,9,50,-4.472135955,38.05259518,B
100,204,2,1,cell,92%,28,25,9,12,85,9.219544457,25.07987241,A
100,204,2,2,cell,95%,28,39,9,9,64,-5.385164807,39.05124838,B
100,205,2,1,cell,95%,29,25,10,13,103,9.055385138,25.01999201,A
100,205,2,2,cell,95%,29,40,9,11,78,-6.08276253,40.01249805,B
100,206,1,1,cell,95%,28,26,8,12,76,8.246211251,26.07680962,A
100,207,1,1,cell,95%,28,25,9,13,92,9.219544457,25.07987241,A
100,208,1,1,cell,95%,28,25,9,12,85,9.219544457,25.07987241,A
100,209,2,1,cell,95%,29,25,10,12,95,9.055385138,25.01999201,A
100,209,2,2,cell,77%,29,38,7,8,44,-4.123105626,38.01315562,B
100,210,2,1,cell,95%,29,25,10,11,87,9.055385138,25.01999201,A
100,210,2,2,cell,92%,30,38,8,8,51,-4.0,38.0,B
100,211,2,1,cell,96%,29,25,10,11,87,9.055385138,25.01999201,A
100,211,2,2,cell,96%,29,39,7,9,50,-5.099019514,39.01281841,B
100,212,2,1,cell,96%,28,26,10,11,87,8.246211251,26.07680962,A
100,212,2,2,cell,96%,28,40,8,9,57,-6.32455532,40.04996879,B
100,213,2,1,cell,94%,30,25,10,11,87,9.0,25.0,A
100,213,2,2,cell,95%,30,40,9,10,71,-6.0,40.0,B
100,214,2,1,cell,95%,29,26,9,11,78,8.062257748,26.01922366,A
100,214,2,2,cell,96%,29,41,9,10,71,-7.071067812,41.01219331,B
100,215,2,1,cell,96%,28,25,9,11,78,9.219544457,25.07987241,A
100,215,2,2,cell,96%,29,41,9,10,71,-7.071067812,41.01219331,B
100,216,2,1,cell,96%,29,26,9,11,78,8.062257748,26.01922366,A
100,216,2,2,cell,96%,29,40,9,11,78,-6.08276253,40.01249805,B
100,217,2,1,cell,95%,30,41,10,10,79,-7.0,41.0,B
100,217,2,2,cell,95%,29,26,9,10,71,8.062257748,26.01922366,A
100,218,2,1,cell,94%,28,41,9,11,78,-7.280109889,41.0487515,B
100,218,2,2,cell,97%,28,26,9,11,78,8.246211251,26.07680962,A
100,219,2,1,cell,93%,28,42,10,11,87,-8.246211251,42.04759208,B
100,219,2,2,cell,97%,29,26,10,11,87,8.062257748,26.01922366,A
100,220,2,1,cell,96%,31,40,10,11,87,-6.08276253,40.01249805,B
100,220,2,2,cell,97%,30,26,9,11,78,8.0,26.0,A
100,221,2,1,cell,93%,29,42,10,10,79,-8.062257748,42.01190308,B
100,221,2,2,cell,97%,29,26,9,11,78,8.062257748,26.01922366,A
100,222,2,1,cell,93%,28,41,11,11,96,-7.280109889,41.0487515,B
100,222,2,2,cell,97%,29,26,10,11,87,8.062257748,26.01922366,A
100,223,2,1,cell,95%,29,40,11,11,96,-6.08276253,40.01249805,B
100,223,2,2,cell,97%,29,26,10,11,87,8.062257748,26.01922366,A
100,224,2,1,cell,91%,27,42,11,11,96,-8.544003745,42.10700654,B
100,224,2,2,cell,97%,29,26,10,11,87,8.062257748,26.01922366,A
100,225,2,1,cell,93%,29,42,11,11,96,-8.062257748,42.01190308,B
100,225,2,2,cell,97%,30,26,10,11,87,8.0,26.0,A
100,226,2,1,cell,93%,28,43,11,12,104,-9.219544457,43.0464865,B
100,226,2,2,cell,97%,30,26,10,11,87,8.0,26.0,A
100,227,2,1,cell,92%,29,42,12,12,114,-8.062257748,42.01190308,B
100,227,2,2,cell,96%,29,26,10,11,87,8.062257748,26.01922366,A
100,228,2,1,cell,95%,29,41,12,12,114,-7.071067812,41.01219331,B
100,228,2,2,cell,96%,30,25,10,11,87,9.0,25.0,A
100,229,2,1,cell,93%,29,43,12,12,114,-9.055385138,43.01162634,B
100,229,2,2,cell,97%,29,26,10,11,87,8.062257748,26.01922366,A
100,230,2,1,cell,92%,29,41,12,11,104,-7.071067812,41.01219331,B
100,230,2,2,cell,96%,29,26,11,12,104,8.062257748,26.01922366,A
100,231,2,1,cell,92%,29,41,12,11,104,-7.071067812,41.01219331,B
100,231,2,2,cell,97%,29,26,10,12,95,8.062257748,26.01922366,A
100,232,2,1,cell,93%,29,42,12,11,104,-8.062257748,42.01190308,B
100,232,2,2,cell,96%,29,27,10,12,95,7.071067812,27.01851217,A
100,233,2,1,cell,92%,29,43,13,12,123,-9.055385138,43.01162634,B
100,233,2,2,cell,97%,29,26,10,12,95,8.062257748,26.01922366,A
100,234,2,1,cell,89%,28,41,12,12,114,-7.280109889,41.0487515,B
100,234,2,2,cell,96%,28,24,11,13,113,10.19803903,24.08318916,A
100,235,2,1,cell,90%,28,42,13,12,123,-8.246211251,42.04759208,B
100,235,2,2,cell,96%,30,25,10,13,103,9.0,25.0,A
100,236,2,1,cell,90%,29,42,12,13,123,-8.062257748,42.01190308,B
100,236,2,2,cell,95%,29,26,10,12,95,8.062257748,26.01922366,A
100,237,2,1,cell,93%,29,41,13,12,123,-7.071067812,41.01219331,B
100,237,2,2,cell,97%,30,24,10,13,103,10.0,24.0,A
100,238,2,1,cell,87%,29,40,14,11,121,-6.08276253,40.01249805,B
100,238,2,2,cell,96%,30,24,10,13,103,10.0,24.0,A
100,239,2,1,cell,93%,29,40,14,11,121,-6.08276253,40.01249805,B
100,239,2,2,cell,94%,29,25,10,12,95,9.055385138,25.01999201,A
100,240,3,1,cell,75%,26,17,8,9,57,17.4642492,17.4642492,A
100,240,3,2,cell,74%,28,40,12,11,104,-6.32455532,40.04996879,B
100,240,3,3,cell,94%,29,25,10,12,95,9.055385138,25.01999201,A
100,241,3,1,cell,49%,25,15,7,9,50,19.6468827,15.8113883,A
100,241,3,2,cell,92%,29,40,13,11,113,-6.08276253,40.01249805,B
100,241,3,3,cell,95%,29,25,9,12,85,9.055385138,25.01999201,A
100,242,3,1,cell,92%,25,15,8,10,63,19.6468827,15.8113883,A
100,242,3,2,cell,94%,29,41,13,12,123,-7.071067812,41.01219331,B
100,242,3,3,cell,95%,30,25,10,11,87,9.0,25.0,A
100,243,4,1,cell,91%,24,14,8,10,63,20.88061302,15.23154621,A
100,243,4,2,cell,25%,26,16,8,9,57,18.43908891,16.4924225,A
100,243,4,3,cell,86%,29,40,14,11,121,-6.08276253,40.01249805,B
100,243,4,4,cell,95%,29,26,10,12,95,8.062257748,26.01922366,A
100,244,3,1,cell,88%,25,13,8,10,63,21.58703314,13.92838828,A
100,244,3,2,cell,90%,29,40,14,11,121,-6.08276253,40.01249805,B
100,244,3,3,cell,95%,30,25,10,11,87,9.0,25.0,A
100,245,3,1,cell,88%,24,13,9,10,71,21.84032967,14.31782106,A
100,245,3,2,cell,88%,28,43,13,12,123,-9.219544457,43.0464865,B
100,245,3,3,cell,96%,29,25,10,12,95,9.055385138,25.01999201,A
100,246,3,1,cell,91%,24,11,9,9,64,23.76972865,12.52996409,A
100,246,3,2,cell,86%,29,42,13,13,133,-8.062257748,42.01190308,B
100,246,3,3,cell,96%,30,24,10,13,103,10.0,24.0,A
100,247,3,1,cell,83%,23,11,9,11,78,24.04163056,13.03840481,A
100,247,3,2,cell,92%,29,40,14,11,121,-6.08276253,40.01249805,B
100,247,3,3,cell,95%,29,24,10,13,103,10.04987562,24.0208243,A
100,248,3,1,cell,29%,20,9,8,11,70,26.92582404,13.45362405,A
100,248,3,2,cell,93%,29,41,13,11,113,-7.071067812,41.01219331,B
100,248,3,3,cell,95%,29,26,10,12,95,8.062257748,26.01922366,A
100,249,2,1,cell,80%,28,41,12,11,104,-7.280109889,41.0487515,B
100,249,2,2,cell,95%,29,25,10,13,103,9.055385138,25.01999201,A
100,250,3,1,cell,71%,18,5,7,11,61,31.38470965,13.0,A
100,250,3,2,cell,88%,28,42,13,10,103,-8.246211251,42.04759208,B
100,250,3,3,cell,95%,28,26,10,12,95,8.246211251,26.07680962,A
100,251,3,1,cell,93%,19,8,8,10,63,28.23118843,13.60147051,A
100,251,3,2,cell,91%,29,46,12,12,114,-12.04159458,46.01086828,B
100,251,3,3,cell,96%,29,30,10,13,103,4.123105626,30.01666204,A
100,252,4,1,cell,89%,18,5,9,10,71,31.38470965,13.0,A
100,252,4,2,cell,37%,26,16,9,11,78,18.43908891,16.4924225,A
100,252,4,3,cell,90%,29,43,12,11,104,-9.055385138,43.01162634,B
100,252,4,4,cell,96%,30,27,10,13,103,7.0,27.0,A
100,253,4,1,cell,90%,19,5,10,10,79,31.01612484,12.08304597,A
100,253,4,2,cell,30%,25,14,8,10,63,20.61552813,14.86606875,A
100,253,4,3,cell,85%,29,43,12,11,104,-9.055385138,43.01162634,B
100,253,4,4,cell,96%,29,27,9,12,85,7.071067812,27.01851217,A
100,254,4,1,cell,93%,19,7,9,10,71,29.15475947,13.03840481,A
100,254,4,2,cell,31%,27,19,8,11,70,15.29705854,19.23538406,A
100,254,4,3,cell,90%,30,46,13,12,123,-12.0,46.0,B
100,254,4,4,cell,96%,29,30,9,12,85,4.123105626,30.01666204,A
100,255,3,1,cell,93%,19,6,10,12,95,30.08321791,12.52996409,A
100,255,3,2,cell,85%,30,47,13,12,123,-13.0,47.0,B
100,255,3,3,cell,95%,31,29,10,11,87,5.099019514,29.01723626,A
100,256,4,1,cell,93%,20,6,10,11,87,29.73213749,11.66190379,A
100,256,4,2,cell,50%,27,19,9,11,78,15.29705854,19.23538406,A
100,256,4,3,cell,73%,30,46,11,11,96,-12.0,46.0,B
100,256,4,4,cell,94%,31,30,10,11,87,4.123105626,30.01666204,A
100,257,4,1,cell,92%,18,6,11,13,113,30.46309242,13.41640786,A
100,257,4,2,cell,40%,24,18,9,10,71,17.08800749,18.97366596,A
100,257,4,3,cell,85%,30,46,12,12,114,-12.0,46.0,B
100,257,4,4,cell,96%,30,29,10,11,87,5.0,29.0,A
100,258,3,1,cell,93%,18,6,11,12,104,30.46309242,13.41640786,A
100,258,3,2,cell,87%,30,46,12,11,104,-12.0,46.0,B
100,258,3,3,cell,95%,31,30,10,11,87,4.123105626,30.01666204,A
100,259,3,1,cell,93%,19,6,12,12,114,30.08321791,12.52996409,A
100,259,3,2,cell,86%,30,45,12,11,104,-11.0,45.0,B
100,259,3,3,cell,95%,30,29,10,11,87,5.0,29.0,A
100,260,3,1,cell,93%,19,6,12,13,123,30.08321791,12.52996409,A
100,260,3,2,cell,87%,31,45,12,11,104,-11.04536102,45.01110974,B
100,260,3,3,cell,94%,31,29,10,11,87,5.099019514,29.01723626,A
100,261,4,1,cell,92%,18,6,13,13,133,30.46309242,13.41640786,A
100,261,4,2,cell,46%,26,18,8,11,70,16.4924225,18.43908891,A
100,261,4,3,cell,83%,30,45,13,11,113,-11.0,45.0,B
100,261,4,4,cell,95%,30,29,11,11,96,5.0,29.0,A
100,262,3,1,cell,92%,19,6,12,13,123,30.08321791,12.52996409,A
100,262,3,2,cell,83%,30,47,12,11,104,-13.0,47.0,B
100,262,3,3,cell,96%,30,29,10,11,87,5.0,29.0,A
100,263,3,1,cell,92%,18,7,12,14,132,29.54657341,13.89244399,A
100,263,3,2,cell,87%,30,47,12,11,104,-13.0,47.0,B
100,263,3,3,cell,96%,30,30,10,11,87,4.0,30.0,A
100,264,4,1,cell,92%,19,7,12,14,132,29.15475947,13.03840481,A
100,264,4,2,cell,50%,26,20,9,11,78,14.56021978,20.39607805,A
100,264,4,3,cell,89%,30,47,12,10,95,-13.0,47.0,B
100,264,4,4,cell,95%,31,31,10,12,95,3.16227766,31.01612484,A
100,265,3,1,cell,91%,18,6,12,14,132,30.46309242,13.41640786,A
100,265,3,2,cell,87%,30,46,12,11,104,-12.0,46.0,B
100,265,3,3,cell,96%,30,30,10,11,87,4.0,30.0,A
100,266,3,1,cell,91%,18,7,12,14,132,29.54657341,13.89244399,A
100,266,3,2,cell,88%,30,47,12,11,104,-13.0,47.0,B
100,266,3,3,cell,96%,30,30,10,11,87,4.0,30.0,A
100,267,4,1,cell,92%,18,7,13,14,143,29.54657341,13.89244399,A
100,267,4,2,cell,74%,26,19,8,11,70,15.5241747,19.41648784,A
100,267,4,3,cell,85%,30,46,13,11,113,-12.0,46.0,B
100,267,4,4,cell,97%,30,30,10,12,95,4.0,30.0,A
100,268,4,1,cell,92%,19,8,13,14,143,28.23118843,13.60147051,A
100,268,4,2,cell,78%,26,20,9,10,71,14.56021978,20.39607805,A
100,268,4,3,cell,79%,30,48,12,11,104,-14.0,48.0,B
100,268,4,4,cell,95%,32,31,10,10,79,3.605551275,31.06444913,A
100,269,3,1,cell,90%,18,7,12,14,132,29.54657341,13.89244399,A
100,269,3,2,cell,54%,30,47,10,11,87,-13.0,47.0,B
100,269,3,3,cell,94%,31,30,10,11,87,4.123105626,30.01666204,A
100,270,4,1,cell,91%,18,7,13,14,143,29.54657341,13.89244399,A
100,270,4,2,cell,39%,26,20,9,11,78,14.56021978,20.39607805,A
100,270,4,3,cell,71%,30,49,13,13,133,-15.0,49.0,B
100,270,4,4,cell,96%,32,32,10,12,95,2.828427125,32.06243908,A
100,271,4,1,cell,92%,19,8,13,14,143,28.23118843,13.60147051,A
100,271,4,2,cell,29%,28,51,8,11,70,-17.11724277,51.03920062,B
100,271,4,3,cell,66%,30,50,11,13,113,-16.0,50.0,B
100,271,4,4,cell,96%,31,32,11,13,113,2.236067977,32.01562119,A
100,272,3,1,cell,93%,18,7,13,14,143,29.54657341,13.89244399,A
100,272,3,2,cell,78%,30,48,12,13,123,-14.0,48.0,B
100,272,3,3,cell,95%,31,31,11,13,113,3.16227766,31.01612484,A
100,273,4,1,cell,91%,19,8,13,14,143,28.23118843,13.60147051,A
100,273,4,2,cell,52%,26,19,9,11,78,15.5241747,19.41648784,A
100,273,4,3,cell,86%,31,49,12,13,123,-15.03329638,49.01020302,B
100,273,4,4,cell,96%,31,31,10,11,87,3.16227766,31.01612484,A
100,274,4,1,cell,91%,19,7,13,13,133,29.15475947,13.03840481,A
100,274,4,2,cell,47%,27,20,9,11,78,14.31782106,20.22374842,A
100,274,4,3,cell,87%,30,49,11,13,113,-15.0,49.0,B
100,274,4,4,cell,96%,31,32,11,12,104,2.236067977,32.01562119,A
100,275,3,1,cell,93%,19,7,12,14,132,29.15475947,13.03840481,A
100,275,3,2,cell,84%,30,50,12,12,114,-16.0,50.0,B
100,275,3,3,cell,95%,31,31,11,11,96,3.16227766,31.01612484,A
100,276,3,1,cell,90%,18,7,13,14,143,29.54657341,13.89244399,A
100,276,3,2,cell,84%,30,49,12,12,114,-15.0,49.0,B
100,276,3,3,cell,96%,31,31,10,11,87,3.16227766,31.01612484,A
100,277,3,1,cell,92%,18,8,13,15,154,28.63564213,14.4222051,A
100,277,3,2,cell,90%,30,50,12,13,123,-16.0,50.0,B
100,277,3,3,cell,96%,31,33,10,12,95,1.414213562,33.01514804,A
100,278,5,1,cell,91%,19,7,12,14,132,29.15475947,13.03840481,A
100,278,5,2,cell,27%,25,19,9,8,57,15.8113883,19.6468827,A
100,278,5,3,cell,85%,30,50,12,12,114,-16.0,50.0,B
100,278,5,4,cell,94%,31,31,10,11,87,3.16227766,31.01612484,A
100,278,5,5,cell,94%,37,19,10,9,71,16.55294536,20.24845673,A
100,279,4,1,cell,92%,18,7,12,14,132,29.54657341,13.89244399,A
100,279,4,2,cell,74%,27,20,10,10,79,14.31782106,20.22374842,A
100,279,4,3,cell,64%,29,50,11,12,104,-16.03121954,50.009999,B
100,279,4,4,cell,96%,31,31,10,11,87,3.16227766,31.01612484,A
100,280,4,1,cell,92%,19,7,12,14,132,29.15475947,13.03840481,A
100,280,4,2,cell,70%,28,20,10,11,87,14.14213562,20.09975124,A
100,280,4,3,cell,70%,31,48,12,11,104,-14.03566885,48.01041554,B
100,280,4,4,cell,97%,31,31,11,12,104,3.16227766,31.01612484,A
100,281,3,1,cell,92%,19,7,12,15,142,29.15475947,13.03840481,A
100,281,3,2,cell,83%,30,46,11,11,96,-12.0,46.0,B
100,281,3,3,cell,96%,32,30,10,13,103,4.472135955,30.06659276,A
100,282,4,1,cell,92%,17,7,13,14,143,29.96664813,14.76482306,A
100,282,4,2,cell,34%,26,19,9,11,78,15.5241747,19.41648784,A
100,282,4,3,cell,75%,29,49,13,12,123,-15.03329638,49.01020302,B
100,282,4,4,cell,96%,31,32,10,12,95,2.236067977,32.01562119,A
100,283,3,1,cell,92%,18,7,13,14,143,29.54657341,13.89244399,A
100,283,3,2,cell,79%,30,49,12,11,104,-15.0,49.0,B
100,283,3,3,cell,96%,31,31,10,11,87,3.16227766,31.01612484,A
100,284,3,1,cell,90%,17,8,13,15,154,29.06888371,15.26433752,A
100,284,3,2,cell,84%,30,49,12,11,104,-15.0,49.0,B
100,284,3,3,cell,95%,31,32,10,12,95,2.236067977,32.01562119,A
100,285,3,1,cell,93%,18,9,13,15,154,27.73084925,15.0,A
100,285,3,2,cell,72%,30,50,11,12,104,-16.0,50.0,B
100,285,3,3,cell,97%,31,32,11,13,113,2.236067977,32.01562119,A
100,286,4,1,cell,91%,17,7,12,14,132,29.96664813,14.76482306,A
100,286,4,2,cell,86%,30,48,12,12,114,-14.0,48.0,B
100,286,4,3,cell,91%,31,12,10,10,79,22.02271555,12.04159458,A
100,286,4,4,cell,96%,32,30,10,12,95,4.472135955,30.06659276,A
100,287,4,1,cell,91%,17,8,13,16,164,29.06888371,15.26433752,A
100,287,4,2,cell,90%,30,50,12,12,114,-16.0,50.0,B
100,287,4,3,cell,96%,31,31,10,11,87,3.16227766,31.01612484,A
100,287,4,4,cell,94%,30,12,9,9,64,22.0,12.0,A
100,288,4,1,cell,88%,17,8,12,14,132,29.06888371,15.26433752,A
100,288,4,2,cell,91%,30,50,12,11,104,-16.0,50.0,B
100,288,4,3,cell,95%,31,31,10,12,95,3.16227766,31.01612484,A
100,288,4,4,cell,94%,30,11,9,9,64,23.0,11.0,A
100,289,4,1,cell,89%,17,8,13,14,143,29.06888371,15.26433752,A
100,289,4,2,cell,92%,30,50,13,12,123,-16.0,50.0,B
100,289,4,3,cell,95%,31,31,10,11,87,3.16227766,31.01612484,A
100,289,4,4,cell,91%,31,10,11,11,96,24.0208243,10.04987562,A
100,290,5,1,cell,89%,17,8,13,15,154,29.06888371,15.26433752,A
100,290,5,2,cell,27%,27,20,8,10,63,14.31782106,20.22374842,A
100,290,5,3,cell,92%,31,50,12,12,114,-16.03121954,50.009999,B
100,290,5,4,cell,96%,31,32,10,12,95,2.236067977,32.01562119,A
100,290,5,5,cell,92%,33,10,10,12,95,24.18677324,10.44030651,A
100,291,4,1,cell,92%,18,8,14,15,165,28.63564213,14.4222051,A
100,291,4,2,cell,92%,30,50,13,12,123,-16.0,50.0,B
100,291,4,3,cell,94%,31,31,11,11,96,3.16227766,31.01612484,A
100,291,4,4,cell,91%,34,9,10,11,87,25.3179778,9.848857802,A
100,292,5,1,cell,88%,18,10,13,16,164,26.83281573,15.62049935,A
100,292,5,2,cell,28%,27,20,9,9,64,14.31782106,20.22374842,A
100,292,5,3,cell,90%,31,49,12,11,104,-15.03329638,49.01020302,B
100,292,5,4,cell,96%,31,32,11,13,113,2.236067977,32.01562119,A
100,292,5,5,cell,92%,33,10,11,12,104,24.18677324,10.44030651,A
100,293,5,1,cell,88%,16,8,13,15,154,29.52964612,16.1245155,A
100,293,5,2,cell,32%,19,51,13,9,92,-20.24845673,52.17278984,B
100,293,5,3,cell,91%,29,50,12,12,114,-16.03121954,50.009999,B
100,293,5,4,cell,93%,31,31,11,11,96,3.16227766,31.01612484,A
100,293,5,5,cell,89%,33,9,11,12,104,25.17935662,9.486832981,A
100,294,5,1,cell,91%,17,8,13,14,143,29.06888371,15.26433752,A
100,294,5,2,cell,90%,30,49,13,12,123,-15.0,49.0,B
100,294,5,3,cell,28%,31,11,11,10,87,23.02172887,11.04536102,A
100,294,5,4,cell,96%,31,30,11,13,113,4.123105626,30.01666204,A
100,294,5,5,cell,89%,33,7,11,13,113,27.16615541,7.615773106,A
100,295,6,1,cell,88%,17,6,12,12,114,30.87069808,14.31782106,A
100,295,6,2,cell,39%,20,49,15,11,130,-18.02775638,50.009999,B
100,295,6,3,cell,92%,30,47,12,12,114,-13.0,47.0,B
100,295,6,4,cell,87%,29,12,11,8,70,22.02271555,12.04159458,A
100,295,6,5,cell,95%,30,28,11,11,96,6.0,28.0,A
100,295,6,6,cell,31%,33,3,13,7,72,31.144823,4.242640687,A
100,296,5,1,cell,88%,15,6,12,12,114,31.76476035,16.15549442,A
100,296,5,2,cell,88%,29,47,12,12,114,-13.03840481,47.01063709,B
100,296,5,3,cell,85%,28,12,9,9,64,22.09072203,12.16552506,A
100,296,5,4,cell,95%,30,27,10,11,87,7.0,27.0,A
100,296,5,5,cell,79%,35,4,9,9,64,30.41381265,6.403124237,A
100,297,6,1,cell,94%,15,6,13,14,143,31.76476035,16.15549442,A
100,297,6,2,cell,57%,26,2,9,4,29,32.24903099,4.472135955,A
100,297,6,3,cell,87%,28,47,13,13,133,-13.15294644,47.04253395,B
100,297,6,4,cell,96%,31,28,12,12,114,6.08276253,28.01785145,A
100,297,6,5,cell,90%,29,13,9,10,71,21.02379604,13.03840481,A
100,297,6,6,cell,85%,35,5,9,10,71,29.42787794,7.071067812,A
100,298,7,1,cell,89%,15,6,13,13,133,31.76476035,16.15549442,A
100,298,7,2,cell,26%,25,13,10,11,87,21.58703314,13.92838828,A
100,298,7,3,cell,53%,25,2,9,4,29,32.38826948,5.385164807,A
100,298,7,4,cell,90%,29,47,12,12,114,-13.03840481,47.01063709,B
100,298,7,5,cell,96%,29,29,11,12,104,5.099019514,29.01723626,A
100,298,7,6,cell,91%,29,12,9,10,71,22.02271555,12.04159458,A
100,298,7,7,cell,90%,34,4,9,8,57,30.2654919,5.656854249,A
100,299,5,1,cell,87%,15,7,12,14,132,30.88689042,16.55294536,A
100,299,5,2,cell,57%,27,3,12,9,85,31.144823,4.242640687,A
100,299,5,3,cell,57%,29,48,13,13,133,-14.03566885,48.01041554,B
100,299,5,4,cell,96%,30,30,10,11,87,4.0,30.0,A
100,299,5,5,cell,39%,35,6,13,12,123,28.44292531,7.810249676,A
